stop_lat,zone_id,stop_lon,stop_id,stop_name,location_type
36.820935,,-76.301143,9418,SEVENTH & MADISON,0
37.106786,,-76.490863,9510,CRISTON & HANCOCK,0
36.771224,,-76.011722,5708_merged_9740026,GENERAL BOOTH & SULLIVAN HOUSE,0
36.916789,,-76.229987,0549,LITTLE CREEK & MEADOW CREEK,0
37.029982,,-76.362745,2838,LASALLE & MICHIGAN,0
36.887548,,-76.17837,5987,NORTHAMPTON & DIAMOND SPRINGS,0
36.879616,,-76.305278,0421,38TH & BLUESTONE,0
37.073305,,-76.476596,3159,J CLYDE MORRIS & RUGBY,0
36.862204,,-76.393473,2688,CHURCHLAND & TYRE NECK,0
37.13061,,-76.533634,2684,DENBIGH & DELOICE,0
37.137766,,-76.521176,2686,DENBIGH & MILLWOOD,0
37.139119,,-76.519123,2687,DENBIGH & JEFFERSON,0
37.120716,,-76.525839,2680,WARWICK & BLAND,0
37.12308,,-76.528985,2681,WARWICK & SHERWOOD,0
37.124566,,-76.530878,2682,WARWICK & CAMPBELL,0
37.128553,,-76.536157,2683,WARWICK & DENBIGH,0
36.83831,,-76.13677,1434,INDEPENDENCE & BONNEY,0
36.820039,,-76.120955,1435,HOLLAND & S. PLAZA,0
36.795063,,-76.093894,1433,LYNNHAVEN & PRIMROSE,0
36.833189,,-76.331499,1623,CUTHERELL & MCKINLEY,0
37.093066,,-76.447697,3206,DAPHIA & SAUNDERS 2,0
36.828381,,-76.333357,1620,TURNPIKE & PRESTON,0
36.942623,,-76.322261,5186,VIRGINIA & COLD STORAGE,0
36.829294,,-76.135538,1430,INDEPENDENCE & WICKLOW,0
36.834614,,-76.334275,1625,HIGH & WATSON,0
37.094617,,-76.458881,3200,J CLYDE MORRIS & TRAVERSE,0
37.091717,,-76.445887,3208,DAPHIA & SAINT EGNATIOS,0
37.062391,,-76.40686,2860,BUTLER FARM & LUCAS 3,0
37.062858,,-76.405231,2861,BUTLER FARM & MAGRUDER 1,0
37.063147,,-76.401984,2862,BUTLER FARM & MAGRUDER 2,0
37.064175,,-76.386021,2864,ARMISTEAD & BUTLER FARM,0
37.06837,,-76.384731,2865,ARMISTEAD & SACRAMENTO,0
37.072631,,-76.382162,2866,ARMISTEAD & POTTER,0
37.086354,,-76.395043,2868,MAGRUDER & FLOYD THOMPSON,0
37.093368,,-76.394025,2869,SEMPLE FARMS & COMMANDER SHEPPARD,0
36.754904,,-76.05919,3799,PRINCESS ANNE & JAMES MADISON,0
36.874189,,-76.217389,1198,PRINCESS ANNE & GABRIEL,0
36.844196,,-76.366197,3348,HIGH & DUKE,0
36.818,,-76.320715,3349,PORTSMOUTH & STAUNTON,0
36.804372,,-76.321533,3342,GEORGE WASHINGTON & BAINBRIDGE,0
36.866585,,-76.23536,1190,PRINCESS ANNE & AZALEA GARDEN,0
37.12483,,-76.514016,3340,CHATHAM & BOYKIN,0
36.867059,,-76.230989,1192,PRINCESS ANNE & JUNIPER,0
36.870599,,-76.223984,1195,PRINCESS ANNE & MCNEAL,0
36.868892,,-76.227095,1194,PRINCESS ANNE & NORCOVA,0
36.872615,,-76.220232,1197,PRINCESS ANNE & DARDEN,0
36.812792,,-76.328171,1759,DEEP CREEK & EDISON,0
36.808953,,-76.329017,1758,DEEP CREEK & BENTON,0
36.806382,,-76.331964,1756,GREENWOOD & MAUPIN,0
36.806171,,-76.335625,1755,GREENWOOD & INDEPENDENCE,0
36.805573,,-76.343759,1754,GREENWOOD & PARADISE,0
36.805212,,-76.345981,1753,MCLEAN & GREENWOOD,0
36.807047,,-76.34802,1752,MCLEAN & COLLEGE,0
36.855234,,-76.269652,1177,PRINCESS ANNE & HANSON,0
36.85613,,-76.272385,1176,PRINCESS ANNE & TIDEWATER,0
36.857049,,-76.275195,1175,PRINCESS ANNE & CHAPEL,0
36.858201,,-76.278587,1173,PRINCESS ANNE & CHURCH,0
36.860139,,-76.285338,1171,PRINCESS ANNE & ARMISTEAD,0
36.853863,,-76.263885,1179,PRINCESS ANNE & PARK,0
36.828256,,-76.279782,5532,LIBERTY & CULPEPPER,0
37.056771,,-76.39134,5530,MEDICAL & COLISEUM,0
36.831856,,-76.299947,5537,BART & COURT,0
36.839405,,-75.974061,5536,PACIFIC & 11TH,0
36.858487,,-75.978956,5535,PACIFIC & 30TH,0
36.766667,,-76.013588,5534,GENERAL BOOTH & LONDON BRIDGE,0
36.834824,,-75.972603,1285,PACIFIC & 6TH,0
36.844064,,-75.975178,1287,PACIFIC & 16TH,0
36.839252,,-75.973864,1286,PACIFIC & 11TH,0
36.861124,,-75.979923,1280,PACIFIC & 33RD,0
36.854362,,-75.97811,1282,PACIFIC & 26TH,0
36.802617,,-76.262819,1288,ATLANTIC & NARROW,0
36.797371,,-76.325806,1579,GEORGE WASHINGTON & WOODLAND,0
36.79625,,-76.326421,1578,GEORGE WASHINGTON & RODGERS,0
36.811043,,-76.352455,1570,MCLEAN & BELMONT,0
36.795225,,-76.329072,1577,VICTORY & HURON,0
36.795711,,-76.33202,1576,VICTORY & SEBAGO,0
36.795983,,-76.335305,1575,VICTORY & DEEP CREEK,0
36.837573,,-76.32185,5975,LONDON & CHESAPEAKE,0
37.016233,,-76.352802,2036,KECOUGHTAN & SUNSET,0
37.002369,,-76.44337,5627,NORTH GATE GRUMMAN SHELTER,0
36.859201,,-75.97826,5624,ATLANTIC & 31ST,0
36.808877,,-76.213599,5622,COLLEGE PARK & BRYNMAWR,0
36.809037,,-76.213801,5621,COLLEGE PARK & BENNINGTON,0
36.867072,,-76.029689,1371,FIRST COLONIAL & CAMELOT,0
36.840349,,-76.063731,1370,LYNNHAVEN & SOUTHERN,0
37.012675,,-76.352884,2034,KECOUGHTAN & IVY HOME,0
36.89522,,-76.060059,1375,GREAT NECK & GREEN HILL,0
36.884289,,-76.047194,1374,GREAT NECK & GODFREY,0
36.911228,,-76.072418,1377,SHORE & EBB TIDE,0
36.912134,,-76.069584,1376,SHORE & GREAT NECK,0
36.907548,,-76.108128,1379,SHORE & SHADY OAKS,0
36.907977,,-76.097497,1378,SHORE & DUPONT,0
36.833107,,-76.262243,3836,CAMPOSTELLA & ELKIN,0
36.830521,,-76.254004,3831,INDIAN RIVER & FORD,0
36.85177,,-76.277931,3832,BRAMBLETON & LANDING,0
36.853568,,-76.275031,3833,TIDEWATER & BAGNALL,0
37.008265,,-76.358973,2030,KECOUGHTAN & LASALLE,0
36.825708,,-76.264283,3838,MELON & VINE,0
36.824918,,-76.266651,3839,BERKLEY & CRYSTAL,0
36.725467,,-76.241359,0840,BATTLEFIELD & TILDEN,0
36.721476,,-76.240135,0841,BATTLEFIELD & LOCKS,0
36.717946,,-76.239572,0842,BATTLEFIELD & ALBEMARLE,0
36.715608,,-76.248845,0843,SHEA & CONQUEST,0
36.719553,,-76.2872,0844,CEDAR & LAS GAVIOTAS,0
36.72535,,-76.295387,0845,TCC CHESAPEAKE,0
36.7176,,-76.239215,0846,BATTLEFIELD & CEDAR,0
36.886493,,-76.048904,5992,GREAT NECK & DEY COVE,0
36.729978,,-76.240659,0849,BATTLEFIELD & WELCH,0
36.883837,,-76.047104,5999,GREAT NECK & GREAT NECK CIR,0
36.907637,,-76.067651,5998,GREAT NECK & LYNNHAVEN,0
36.87463,,-76.264617,0530,TIDEWATER & SAINT DENIS,0
36.878222,,-76.263292,0533,TIDEWATER & LAFAYETTE,0
36.881411,,-76.262011,0535,TIDEWATER & COLUMBIA,0
36.88567,,-76.260401,0536,TIDEWATER & CROMWELL,0
36.887959,,-76.259618,0537,TIDEWATER & WILLOW WOOD,0
36.890817,,-76.258427,0538,TIDEWATER & NORVIEW,0
36.900448,,-76.255998,0539,TIDEWATER & WIDGEON,0
36.87493,,-76.289164,0728,COLONIAL & 29TH,0
36.823454,,-76.269821,1244,WILSON & LANDSWORTH,0
36.992663,,-76.412675,2309,35TH & ROANOKE,0
36.872129,,-76.274526,0289,26TH & WAVERLY,0
36.983928,,-76.422563,2301,JEFFERSON & 28TH,0
36.980262,,-76.429773,2300,28TH & HUNTINGTON,0
36.986149,,-76.423929,2303,JEFFERSON & 32ND,0
37.095315,,-76.450551,3204,HARPERSVILLE & SAUNDERS,0
36.988867,,-76.422406,2305,35TH & MADISON,0
36.762298,,-76.008278,0283,NIMMO & UPTON,0
36.990956,,-76.417003,2307,35TH & WICKHAM,0
36.868684,,-76.300714,0281,HAMPTON & SPOTSWOOD,0
36.863145,,-76.250546,0992,BALLENTINE & TARRANT,0
36.860991,,-76.248209,0993,PRINCESS ANNE & RAILROAD,0
36.86783,,-76.251685,0990,BALLENTINE & TAIT,0
37.038116,,-76.314481,5843,GRIMES & PEMBROKE,0
37.042158,,-76.314814,5842,GRIMES & SOMERVILLE,0
37.044737,,-76.312998,5841,ANDREWS & REDFORD,0
36.863337,,-76.243377,0995,PRINCESS ANNE & ARKANSAS,0
36.868559,,-76.289977,0444,21ST & DEBREE,0
36.868024,,-76.287499,0445,21ST & LLEWELLYN,0
36.866561,,-76.284993,0447,20TH & MONTICELLO,0
36.879532,,-76.303612,0441,38TH & BOWDENS FERRY,0
36.810337,,-76.218735,5849,MILITARY & AUBURN,0
36.869383,,-76.292888,0443,21ST & COLONIAL,0
36.884918,,-76.302624,0264,HAMPTON & 45TH,0
36.881507,,-76.302395,0266,HAMPTON & 41ST,0
36.875684,,-76.302013,0267,HAMPTON & 25TH,0
36.89078,,-76.303905,0261,HAMPTON & BOLLING,0
36.871632,,-76.301359,0268,HAMPTON & WOODROW,0
36.942819,,-76.245624,0332,CHESAPEAKE & DUDLEY,0
36.939023,,-76.245051,0330,CHESAPEAKE & CHESTER,0
37.026059,,-76.385065,2275,QUEEN & BUCKINGHAM,0
37.025783,,-76.381945,2274,QUEEN & INLANDVIEW,0
37.034254,,-76.392101,2277,POWER PLANT & PINE CHAPEL,0
36.980004,,-76.4167,2553,HAMPTON & MADISON,0
37.024953,,-76.372312,2271,QUEEN & RED ROBIN,0
37.023865,,-76.375368,2272,QUEEN & ADRIAN,0
36.914118,,-76.306648,0336,HAMPTON & RUNNYMEDE,0
37.046406,,-76.396317,2279,EXECUTIVE & CUNNINGHAM,0
36.809847,,-76.366832,2278,AIRLINE & WESTGATE PLAZA,0
36.904492,,-76.243,0669,SEWELLS POINT & KITTRELL,0
36.794453,,-76.234589,0198,OLD GREENBRIAR & JUNIPER,0
36.794141,,-76.234475,0199,OLD GREENBRIAR & JUNIPER,0
36.86025,,-76.286986,0192,MONTICELLO & PRINCESS ANNE,0
36.908286,,-76.2447,0662,SEWELLS POINT & AVENUE E,0
36.910401,,-76.245794,0663,SEWELLS POINT & DENISON,0
36.913257,,-76.247758,0664,SEWELLS POINT & AVENUE I,0
36.912481,,-76.247117,0665,SEWELLS POINT & AVENUE I,0
36.910213,,-76.245837,0666,SEWELLS POINT & DENISON,0
36.907861,,-76.24461,0667,SEWELLS POINT & AVENUE E,0
36.991228,,-76.408854,2459,CHESTNUT & 32ND,0
36.993887,,-76.413902,2458,ROANOKE & 37TH,0
36.996764,,-76.418484,2455,ORCUTT & 43RD,0
36.996501,,-76.415611,2456,ROANOKE & 41ST,0
36.995836,,-76.423325,2451,MARSHALL & 44TH,0
36.998395,,-76.424919,2450,MARSHALL & 48TH,0
36.994957,,-76.419413,2453,41ST & NEWSOME,0
36.993955,,-76.42144,2452,41ST & MARSHALL,0
37.041673,,-76.348277,2051,KING & PLAZA,0
37.039446,,-76.348096,2050,KING & RIP RAP,0
37.044446,,-76.354189,2053,DOOLITTLE & LANGLEY SQUARE,0
37.044595,,-76.358585,2054,DOOLITTLE & SELDENDALE,0
37.039448,,-76.373058,2057,ARMISTEAD & WESTMINSTER,0
37.036385,,-76.366892,2056,ARMISTEAD & LAKE HAMPTON,0
37.03989,,-76.378428,2059,PINE CHAPEL & BARRACK,0
36.938228,,-76.22255,0066,OCEAN VIEW & CAPE VIEW,0
36.940509,,-76.228879,0064,OCEAN VIEW & BEAUMONT,0
36.939279,,-76.225638,0065,OCEAN VIEW & GROVE,0
36.942334,,-76.232511,0062,OCEAN VIEW & STURGIS,0
36.944108,,-76.235676,0060,OCEAN VIEW & BEACH VIEW,0
36.823927,,-76.410655,9404,PORTSMOUTH & TAYLOR,0
36.802706,,-76.132379,1506,PRINCESS ANNE & PROVIDENCE,0
36.793154,,-76.344759,9409,BEECHDALE & GUST,0
36.800067,,-76.351809,3779,VICTORY & GREENWOOD,0
36.93646,,-76.217217,0068,OCEAN VIEW & 1ST BAY,0
36.828656,,-76.168531,1507,PRINCESS ANNE & PARLIAMENT,0
36.775838,,-76.097647,9620,WELLNESS LOOP,0
36.827128,,-76.162183,1508,PRINCESS ANNE & OVERLAND,0
36.996779,,-76.430369,3225,JEFFERSON & 49TH,0
37.132739,,-76.531156,2699,DENBIGH & POCAHANTAS,0
36.876287,,-76.288516,0730,COLONIAL & 31ST,0
37.138071,,-76.521082,2697,DENBIGH & JEFFERSON,0
37.140655,,-76.518167,2696,DENBIGH & STONEY CREEK,0
37.142442,,-76.516572,2695,DENBIGH & CEDARWOOD,0
37.146401,,-76.513049,2693,DENBIGH & RIDGEWOOD,0
37.149057,,-76.505204,2692,WOODSIDE & OLD DENBIGH,0
37.148559,,-76.51078,2691,DENBIGH & OLD DENBIGH,0
37.146073,,-76.512966,2690,DENBIGH & RIDGEWOOD,0
37.000045,,-76.432427,3226,JEFFERSON & PENINSULA,0
36.778814,,-76.096466,3221,PRINCESS ANNE & CONCERT,0
36.988468,,-76.425325,3220,JEFFERSON & 36TH,0
36.7948,,-76.093973,1362,LYNNHAVEN & PRIMROSE,0
37.010874,,-76.439094,3231,JEFFERSON & ADENA,0
37.025756,,-76.448337,3237,JEFFERSON & WILCOX,0
36.824005,,-76.340615,1618,TURNPIKE & LENORA,0
36.826359,,-76.3367,1619,TURNPIKE & FREDERICK,0
36.819476,,-76.348051,1617,TURNPIKE & UTAH,0
36.81819,,-76.372444,1614,PORTSMOUTH & BYERS,0
36.814096,,-76.355068,1615,MCLEAN & COURT,0
36.819345,,-76.379181,1612,PORTSMOUTH & HAYSOM,0
36.818563,,-76.37486,1613,PORTSMOUTH & STANLEY,0
36.821324,,-76.422424,1610,PORTSMOUTH & CAPRI,0
36.820672,,-76.386766,1611,PORTSMOUTH & ROBIN,0
36.796641,,-76.087812,1363,LYNNHAVEN & CRIMSON HOLLY,0
37.087292,,-76.383258,2872,ARMISTEAD & SONNY HUTCHINS,0
37.092679,,-76.390489,2870,COMMANDER SHEPPARD & SPINNAKER,0
37.065027,,-76.386198,2876,ARMISTEAD & BUTLER FARM,0
37.06838,,-76.385023,2875,ARMISTEAD & SACRAMENTO,0
37.0701,,-76.384046,2874,ARMISTEAD & NETTLES,0
37.055987,,-76.398286,2879,HARDY CASH & EXECUTIVE,0
37.055882,,-76.40111,2878,HARDY CASH & HAMPTON CLUB,0
36.856605,,-76.280043,3354,VIRGINIA BEACH & LINCOLN,0
37.0461,,-76.394995,3357,CUNNINGHAM & HARTFORD,0
37.098831,,-76.475985,3356,CANON & ACHIEVEMENT,0
36.844255,,-76.072514,3351,VIRGINIA BEACH & LYNNHAVEN,0
36.851539,,-76.178725,3352,NEWTOWN & ELAM,0
37.084766,,-76.472574,3358,THIMBLE SHOALS & MOBJACK,0
36.781355,,-76.335865,3781,GEORGE WASHINGTON & GILMERTON,0
36.945206,,-76.295872,5890,4TH & BELLINGER,0
36.830488,,-76.260359,0961,INDIAN RIVER & CAMPOS,0
36.824155,,-76.321498,1768,LINCOLN & DEEP CREEK,0
37.039287,,-76.382447,5893,SAVILLE & WALMART,0
36.793727,,-76.098855,1361,ROSEMONT & PRIMROSE,0
36.82008,,-76.324448,1762,COLUMBUS & LEXINGTON,0
36.821559,,-76.324913,1763,COLUMBUS & JEFFERSON,0
36.815066,,-76.329329,1760,DEEP CREEK & PENNOCK,0
36.817709,,-76.326836,1761,DEEP CREEK & FREDERICK,0
36.823817,,-76.32502,1765,COLUMBUS & LINCOLN,0
36.855787,,-76.206936,1142,VIRGINIA BEACH & MILITARY,0
36.856076,,-76.215197,1143,VIRGINIA BEACH & BRIAR HILL,0
36.855535,,-76.199296,1140,VIRGINIA BEACH & BURLING,0
36.855631,,-76.202499,1141,VIRGINIA BEACH & GLENROCK,0
36.852684,,-76.250004,1147,VIRGINIA BEACH & GODFREY,0
36.856247,,-76.219307,1144,VIRGINIA BEACH & RABY,0
36.852369,,-76.252769,1148,VIRGINIA BEACH & MERRIMAC,0
36.852299,,-76.255493,1149,VIRGINIA BEACH & NORCHESTER,0
36.858697,,-76.30349,8001_merged_9740039,EVMC FORT NORFOLK STATION,0
36.81921,,-76.311023,1546,PORTSMOUTH & ELM,0
36.866802,,-76.292939,0754,COLONIAL & SPOTSWOOD,0
36.8172,,-76.324417,1544,PORTSMOUTH & FREDERICK,0
36.818747,,-76.307778,1543,PORTSMOUTH & CHESTNUT,0
36.81522,,-76.144372,1540,PRINCESS ANNE & EDWIN,0
36.825026,,-76.156198,1541,PRINCESS ANNE & HARTSDALE,0
36.859818,,-76.298497,0204,OLNEY & STOCKLEY GARDENS,0
36.819381,,-76.314354,1548,PORTSMOUTH & ACORN,0
36.818752,,-76.317511,1549,PORTSMOUTH & LANSING,0
37.03739,,-76.399454,2382,POWER PLANT & QUEEN,0
36.858988,,-76.296812,0203,OLNEY & COLONIAL,0
36.779843,,-76.337432,1784,CAMELOT & GEORGE WASHINGTON,0
36.783238,,-76.346629,1785,KING AUTHUR & AARON,0
37.026039,,-76.356271,2262,QUEEN & BACKRIVER,0
36.842736,,-76.23502,8009_merged_9740042,INGLESIDE ROAD STATION,0
36.81607,,-76.36217,5618,PORTSMOUTH & MOHAWK,0
37.025852,,-76.35327,2261,QUEEN & STEWART,0
37.029359,,-76.352763,5612,PEMBROKE & WAVERLY,0
37.029498,,-76.352087,5613,PEMBROKE & WAVERLY,0
36.835626,,-76.178668,5611,PRINCESS ANNE & HILL PRINCE,0
36.819837,,-76.324367,5616,COLUMBUS & LEXINGTON,0
36.934663,,-76.254124,5617,TIDEWATER & EVANS,0
36.959383,,-76.260198,5614,OCEAN VIEW & 4TH VIEW,0
37.028907,,-76.367051,2267,MICHIGAN & QUEEN 2,0
36.907785,,-76.098075,1389,SHORE & DUPONT,0
36.904255,,-76.125957,1384,SHORE & GREENWELL,0
36.905482,,-76.119925,1385,SHORE & TREASURE ISLAND,0
36.907718,,-76.102231,1387,SHORE & STRAFFORD,0
36.907189,,-76.111934,1380,SHORE & BAYVILLE,0
36.905792,,-76.119631,1381,SHORE & TREASURE ISLAND,0
36.904912,,-76.123935,1382,SHORE & VANTAGE,0
36.904431,,-76.126366,1383,SHORE & GREENWELL,0
36.812339,,-76.256428,3826,PARKSIDE & CAMPOSTELLA,0
36.805482,,-76.255801,3825,CAMPOSTELLA & HUNTERDALE,0
36.713745,,-76.253194,3823,CEDAR & BARTELL,0
36.709914,,-76.264827,3822,CEDAR & PINES OF WARRICK,0
36.714295,,-76.28093,3821,CEDAR & CEDAR COMMONS,0
36.719583,,-76.287506,3820,CEDAR & LAS GAVIOTAS,0
36.758243,,-76.249277,0853,BATTLEFIELD & LENORE,0
36.754329,,-76.247564,0852,BATTLEFIELD & OAK GROVE,0
36.745784,,-76.244451,0851,BATTLEFIELD & MEDICAL,0
36.742196,,-76.243145,0850,BATTLEFIELD & GAINSBOROUGH,0
36.815738,,-76.259208,0857,BORDER & BETHEL,0
36.813681,,-76.2491,0856,STALHAM & SHADY,0
36.811926,,-76.249546,0855,STALHAM & FIRESIDE,0
36.762686,,-76.250936,0854,BATTLEFIELD & THRASHER,0
36.822724,,-76.261408,0859,BERKLEY & CAMPOSTELLA,0
36.824858,,-76.266771,0858,BERKLEY & CRYSTAL,0
36.852657,,-76.275101,0521,TIDEWATER & OLNEY,0
36.866295,,-76.269081,0527,TIDEWATER & LINDENWOOD,0
36.858698,,-76.272383,0524,TIDEWATER & GOFF,0
36.872026,,-76.265574,0529,TIDEWATER & SHOOP,0
36.870496,,-76.266187,0528,TIDEWATER & HANCOCK,0
37.063683,,-76.489911,2761,WARWICK & SWEETBRIAR,0
37.02778,,-76.347639,3011_merged_9740007,LINCOLN & FRANKLIN,0
37.107636,,-76.495526,5271,JEFFERSON & HQ,0
36.874289,,-76.270832,0290,LAFAYETTE & DUPONT,0
36.878018,,-76.26552,0293,LAFAYETTE & LORRAINE,0
36.876987,,-76.267388,0292,LAFAYETTE & BELLEVUE,0
36.877593,,-76.263766,0294,LAFAYETTE & TIDEWATER,0
36.876799,,-76.260429,0297,LAFAYETTE & BAPAUME,0
36.865543,,-76.170403,5872,DIAMOND SPRINGS & NEWTOWN,0
36.862025,,-76.173028,5873,NEWTOWN & DANIEL SMITH,0
36.870891,,-76.169692,5870,WESLEYAN & DIAMOND SPRINGS,0
36.868257,,-76.171007,5871,DIAMOND SPRINGS & HAMPSHIRE,0
36.870497,,-76.169125,5876,WESLEYAN & DIAMOND SPRINGS,0
36.871446,,-76.252587,0988,BALLENTINE & PETERSON,0
36.865506,,-76.170117,5874,DIAMOND SPRINGS & NEWTOWN,0
36.868082,,-76.170575,5875,DIAMOND SPRINGS & SHURNEY,0
36.853704,,-76.28455,0455,BRAMBLETON & SAINT PAULS,0
36.851191,,-76.28335,0454,WOOD & CHURCH,0
36.937093,,-76.25423,0981,TIDEWATER & BECK,0
36.933628,,-76.253672,0980,TIDEWATER & BAYVIEW,0
36.942758,,-76.256756,0983,TIDEWATER & RANDALL,0
36.939113,,-76.254553,0982,TIDEWATER & CHESTER,0
36.857479,,-76.29362,0276,OLNEY & CHRYSLER MUSEUM,0
36.859485,,-76.298028,0275,OLNEY & MOWBRAY ARCH,0
36.862505,,-76.300067,0273,COLLEY & RALEIGH,0
36.864004,,-76.301381,0272,REDGATE & COLLEY,0
37.037223,,-76.39797,2200,POWER PLANT & QUEEN,0
36.87854,,-76.282213,0184,GRANBY & 35TH,0
37.033936,,-76.396679,2202,QUEEN & CORNELIUS,0
36.87282,,-76.281556,0186,MONTICELLO & 29th,0
36.890626,,-76.27918,0181,GRANBY & WILLOW WOOD,0
36.894483,,-76.279345,0180,GRANBY & SEVERN,0
37.023755,,-76.374482,2206,QUEEN & ADRIAN,0
36.885762,,-76.281352,0182,GRANBY & 42ND,0
